iter	Passed	Remaining
688	1446	652
689	1447	650
690	1448	647
691	1450	645
692	1452	643
693	1453	640
694	1455	638
695	1457	636
696	1459	634
697	1461	632
698	1463	630
699	1464	627
700	1466	625
701	1467	623
702	1469	620
703	1471	618
704	1472	616
705	1473	613
706	1475	611
707	1478	609
708	1479	607
709	1481	605
710	1482	602
711	1484	600
712	1486	598
713	1488	596
714	1489	593
715	1490	591
716	1491	588
717	1493	586
718	1494	584
719	1496	581
720	1497	579
721	1499	577
722	1500	574
723	1501	572
724	1503	570
725	1504	567
726	1506	565
727	1507	563
728	1509	560
729	1510	558
730	1512	556
731	1514	554
732	1515	552
733	1517	550
734	1519	547
735	1521	545
736	1523	543
737	1524	541
738	1526	539
739	1528	536
740	1529	534
741	1531	532
742	1532	530
743	1533	527
744	1535	525
745	1537	523
746	1538	521
747	1540	518
748	1541	516
749	1543	514
750	1545	512
751	1547	510
752	1548	507
753	1549	505
754	1551	503
755	1553	501
756	1555	499
757	1556	497
758	1559	495
759	1560	492
760	1561	490
761	1563	488
762	1564	486
763	1566	483
764	1568	481
765	1569	479
766	1571	477
767	1573	475
768	1574	472
769	1575	470
770	1577	468
771	1580	466
772	1582	464
773	1583	462
774	1585	460
775	1587	458
776	1589	456
777	1589	453
778	1591	451
779	1592	449
780	1594	447
781	1596	445
782	1598	442
783	1599	440
784	1601	438
785	1602	436
786	1604	434
787	1605	431
788	1607	429
789	1608	427
790	1609	425
791	1611	423
792	1612	420
793	1614	418
794	1615	416
795	1617	414
796	1618	412
797	1620	410
798	1623	408
799	1624	406
800	1626	404
801	1628	402
802	1630	400
803	1632	397
804	1633	395
805	1635	393
806	1636	391
807	1638	389
808	1639	387
809	1640	384
810	1642	382
811	1643	380
812	1645	378
813	1646	376
814	1648	374
815	1650	372
816	1652	370
817	1653	367
818	1656	366
819	1657	363
820	1659	361
821	1661	359
822	1664	357
823	1665	355
824	1666	353
825	1668	351
826	1669	349
827	1671	347
828	1672	344
829	1673	342
830	1675	340
831	1676	338
832	1678	336
833	1680	334
834	1682	332
835	1684	330
836	1685	328
837	1687	326
838	1688	324
839	1690	321
840	1691	319
841	1693	317
842	1695	315
843	1697	313
844	1699	311
845	1700	309
846	1701	307
847	1703	305
848	1704	303
849	1706	301
850	1707	298
851	1709	296
852	1710	294
853	1711	292
854	1713	290
855	1714	288
856	1716	286
857	1717	284
858	1718	282
859	1720	280
860	1722	278
861	1724	276
862	1727	274
863	1729	272
864	1731	270
865	1733	268
866	1734	266
867	1736	264
868	1737	261
869	1739	259
870	1740	257
871	1741	255
872	1743	253
873	1744	251
874	1746	249
875	1748	247
876	1750	245
877	1754	243
878	1756	241
879	1757	239
880	1759	237
881	1760	235
882	1762	233
883	1764	231
884	1765	229
885	1766	227
886	1768	225
887	1769	223
888	1770	221
889	1772	219
890	1773	217
891	1775	214
892	1777	212
893	1778	210
894	1780	208
895	1782	206
896	1783	204
897	1785	202
898	1787	200
899	1788	198
900	1790	196
901	1792	194
902	1794	192
903	1795	190
904	1796	188
905	1798	186
906	1800	184
907	1801	182
908	1803	180
909	1805	178
910	1806	176
911	1808	174
912	1809	172
913	1810	170
914	1812	168
915	1813	166
916	1814	164
917	1816	162
918	1817	160
919	1818	158
920	1820	156
921	1821	154
922	1823	152
923	1825	150
924	1827	148
925	1829	146
926	1830	144
927	1833	142
928	1835	140
929	1836	138
930	1837	136
931	1839	134
932	1840	132
933	1841	130
934	1843	128
935	1844	126
936	1846	124
937	1847	122
938	1848	120
939	1851	118
940	1853	116
941	1855	114
942	1857	112
943	1858	110
944	1860	108
945	1861	106
946	1863	104
947	1865	102
948	1867	100
949	1869	98
950	1870	96
951	1871	94
952	1872	92
953	1874	90
954	1875	88
955	1877	86
956	1878	84
957	1880	82
958	1881	80
959	1882	78
960	1884	76
961	1885	74
962	1887	72
963	1888	70
964	1890	68
965	1892	66
966	1894	64
967	1896	62
968	1898	60
969	1899	58
970	1901	56
971	1903	54
972	1904	52
973	1906	50
974	1907	48
975	1909	46
976	1911	44
977	1912	43
978	1914	41
979	1915	39
980	1918	37
981	1920	35
982	1921	33
983	1923	31
984	1924	29
985	1926	27
986	1928	25
987	1930	23
988	1932	21
989	1934	19
990	1935	17
991	1937	15
992	1938	13
993	1940	11
994	1941	9
995	1943	7
996	1944	5
997	1946	3
998	1947	1
999	1949	0
