iter	MultiClass
180	0.03131828777
181	0.03113592466
182	0.03096501651
183	0.03077600737
184	0.03051604
185	0.03031186673
186	0.03017236041
187	0.02997481363
188	0.02977199476
189	0.02952046275
190	0.02935079825
191	0.02914057772
192	0.02896958065
193	0.02878411068
194	0.02862931694
195	0.0284525535
196	0.0282826275
197	0.02803863076
198	0.02787659093
199	0.02769495455
200	0.02754367195
201	0.02740502874
202	0.02721020969
203	0.02696373673
204	0.02674294134
205	0.02659858355
206	0.02643081799
207	0.02619878613
208	0.02603634626
209	0.02583342939
210	0.02567683589
211	0.02546036096
212	0.02521294833
213	0.02506969392
214	0.02493074614
215	0.02480021524
216	0.02465127328
217	0.02452355126
218	0.02441786751
219	0.02424112522
220	0.02413271953
221	0.0239826378
222	0.02384115922
223	0.02370712885
224	0.02358183389
225	0.02340663571
226	0.02326461008
227	0.02311354376
228	0.02300325469
229	0.02286625899
230	0.02270427234
231	0.02256422514
232	0.0224425237
233	0.02233240783
234	0.02221728453
235	0.02207166056
236	0.02197631575
237	0.02187247769
238	0.02178700614
239	0.02165964871
240	0.02153198558
241	0.02143578799
242	0.02132660854
243	0.02125195171
244	0.02108765895
245	0.02098234576
246	0.02087083
247	0.02077771365
248	0.02069055402
249	0.02060857242
250	0.02046010118
251	0.02037580014
252	0.0202860114
253	0.02018264703
254	0.02010314499
255	0.01994801383
256	0.01984755714
257	0.01975025229
258	0.01960914174
259	0.01951328191
260	0.01939984812
261	0.01931585684
262	0.01917532281
263	0.01906917191
264	0.01895615953
265	0.01886469004
266	0.01875540319
267	0.01866754967
268	0.01859567487
269	0.01848654753
270	0.01838031568
271	0.01826357089
272	0.01821407211
273	0.01811233613
274	0.01804633124
275	0.01795663801
276	0.01787258723
277	0.01780095027
278	0.01772400581
279	0.01764718803
280	0.01757412568
281	0.01748177312
282	0.01742145233
283	0.01734934392
284	0.0172675273
285	0.01718809731
286	0.01712324886
287	0.01705825203
288	0.01699483979
289	0.01693619638
290	0.01687783215
291	0.01680686849
292	0.01671379466
293	0.01664219041
294	0.0165707815
295	0.01650041309
296	0.01644708529
297	0.01638905046
298	0.01633282721
299	0.01626795218
300	0.01620740117
301	0.01612878827
302	0.0160731713
303	0.01600783433
304	0.01592228928
305	0.01584719883
306	0.01577343833
307	0.01572077394
308	0.01564711785
309	0.01559730073
310	0.01554442921
311	0.01549359162
312	0.01540339268
313	0.01533948125
314	0.01528385101
315	0.01523675496
316	0.01517903612
317	0.01511318555
318	0.01507472711
319	0.01502157781
320	0.01497630727
321	0.01491341631
322	0.01486598482
323	0.01479425461
324	0.01474751111
325	0.0146973153
326	0.01464565155
327	0.0145874461
328	0.01454807896
329	0.01449328608
330	0.01444428418
331	0.0143810089
332	0.01434542613
333	0.01429508451
334	0.01422229884
335	0.01417248512
336	0.01412570972
337	0.01407940681
338	0.01403448409
339	0.01396875248
340	0.01391462558
341	0.01387277357
342	0.01383272741
343	0.01379172491
344	0.0137467066
345	0.01370903022
346	0.01366228092
347	0.01360443922
348	0.01355345545
349	0.01350563835
350	0.01346555143
351	0.01341000274
352	0.01336535277
353	0.01331653218
354	0.01328837212
355	0.01324021579
356	0.0131896282
357	0.01315801747
358	0.01311858246
359	0.01307833991
360	0.01304172144
361	0.01300270373
362	0.01296730031
363	0.01292260308
364	0.0128665686
365	0.01282860064
366	0.01278712498
367	0.01274701213
368	0.01271403769
369	0.01268253961
370	0.01263478367
371	0.01259261218
372	0.0125578621
373	0.01252800036
374	0.01247894436
375	0.0124368445
376	0.0124024173
377	0.01236956332
378	0.01233560758
379	0.0122751127
380	0.01224179607
381	0.01220184839
382	0.01214924083
383	0.01211538814
384	0.01208120534
385	0.01203889806
386	0.01201062177
387	0.01197448498
388	0.01192463416
389	0.01188488585
390	0.01185465484
391	0.01182175543
392	0.01178376969
393	0.01175392887
394	0.01172277586
395	0.01167116804
396	0.01164063962
397	0.01161429777
398	0.01157084534
399	0.01153653476
400	0.01150953242
401	0.01148370615
402	0.01145801833
403	0.01143288995
404	0.01139771915
405	0.01136353552
406	0.01131209624
407	0.01127857902
408	0.01125621267
409	0.0112287028
410	0.01119827715
411	0.01116127185
412	0.01114037044
413	0.01110963253
414	0.01108036862
415	0.0110479196
416	0.01101331208
417	0.01098234656
418	0.01095724364
419	0.01092702237
420	0.01089798158
421	0.01085953678
422	0.01083302862
423	0.010798496
424	0.01076699496
425	0.01073446756
426	0.01071429524
427	0.01067615655
428	0.0106445329
429	0.01062015259
430	0.010589192
431	0.01055524703
432	0.01052505055
433	0.01049765981
434	0.01047073706
435	0.01044268025
436	0.01040989401
437	0.01037467214
438	0.0103508459
439	0.01033015493
440	0.01030662181
441	0.01027169981
442	0.0102483615
443	0.01022183684
444	0.01019666245
445	0.01017261328
446	0.01014387492
447	0.01010882631
448	0.01008078697
449	0.01005331155
450	0.01003247875
451	0.01000792962
452	0.009988371883
453	0.009960337683
454	0.009931130689
455	0.009909158601
456	0.009884832092
457	0.009860590521
458	0.009828222742
459	0.009801122346
460	0.009781733799
461	0.009762296094
462	0.009740167531
463	0.009717649808
464	0.009694847997
465	0.009663889667
466	0.009632737093
467	0.00960342505
468	0.009567867082
469	0.009533471075
470	0.009512587373
471	0.009488481874
472	0.009463407139
473	0.009438160101
474	0.009415898353
475	0.009389223326
476	0.00936693663
477	0.009346068729
478	0.009323796815
479	0.009303141715
480	0.009279944075
481	0.009260683311
482	0.009241250618
483	0.009213562898
484	0.009193632749
485	0.009168815789
486	0.009144034282
487	0.009128431054
488	0.009102780285
489	0.009079122631
490	0.009061258554
491	0.009037909557
492	0.009007695736
493	0.008994682487
494	0.008974131247
495	0.008945835334
496	0.008923680917
497	0.00890386928
498	0.008882995093
499	0.008860447257
500	0.00883989599
501	0.008822046849
502	0.008799950108
503	0.008781842188
504	0.008763899996
505	0.008748226847
506	0.008728005174
507	0.008708810212
508	0.008688020192
509	0.008670931236
510	0.008657606958
511	0.00864132027
512	0.008625696182
513	0.008610437479
514	0.008594588088
515	0.00857489743
516	0.008560974424
517	0.008541679438
518	0.008521919048
519	0.008503605243
520	0.008483322513
521	0.008469063059
522	0.008447959265
523	0.008430361163
524	0.00841536656
525	0.008401985107
526	0.008388893891
527	0.008371099361
528	0.008353432356
529	0.008338822235
530	0.008317749098
531	0.008304223319
532	0.008289732723
533	0.008272529611
534	0.008252147401
535	0.008234859397
536	0.008218860372
537	0.008197309126
538	0.008180373783
539	0.008166578938
540	0.008145942772
541	0.008129750625
542	0.008116134368
543	0.008098771209
544	0.008082157122
545	0.008064234362
546	0.008037519554
547	0.008018288089
548	0.008004007967
549	0.007983281305
550	0.007969403861
551	0.007951047272
552	0.007936640237
553	0.007924412409
554	0.007906684104
555	0.007890968821
556	0.007877530805
557	0.007864170116
558	0.007849122405
559	0.007832142148
560	0.007818821159
561	0.0078030007
562	0.007785647731
563	0.007772463166
564	0.007760086438
565	0.007742832293
566	0.007729679679
567	0.007715874659
568	0.007700873222
569	0.007687716487
570	0.007672550026
571	0.007658652385
572	0.007643466425
573	0.00762836203
574	0.007611712636
575	0.007598349318
576	0.007585346335
577	0.007569002815
578	0.007549191539
579	0.007529137115
580	0.007516812285
581	0.007500573781
582	0.007484311374
583	0.007471702131
584	0.007456977851
585	0.007444285705
586	0.00742136441
587	0.007407590254
588	0.007394559277
589	0.007382602853
590	0.007364603416
591	0.007347995203
592	0.007330738232
593	0.007311900243
594	0.007301648913
595	0.007288314476
596	0.007275689947
597	0.007260264244
598	0.007250155897
599	0.007237469763
600	0.00722767495
601	0.007216576498
602	0.007199895082
603	0.007182120322
604	0.007171522297
605	0.007161090669
606	0.007146243635
607	0.007131576384
608	0.007119515814
609	0.007108260146
610	0.007099563225
611	0.007089059942
612	0.007074847043
613	0.007062778667
614	0.007047482065
615	0.007032109107
616	0.007018069505
617	0.007006989557
618	0.006999035264
619	0.006982262961
620	0.006970938567
621	0.006958517307
622	0.006947107785
623	0.006935196291
624	0.00692360466
625	0.006906828562
626	0.006894558464
627	0.006882394962
628	0.006869897934
629	0.006855786108
630	0.006843701927
631	0.006825650718
632	0.006815150462
633	0.006805060567
634	0.006794654114
635	0.006785178089
636	0.006773306519
637	0.006763454789
638	0.006753743156
639	0.006737089414
640	0.006724151937
641	0.006714927709
642	0.006695315094
643	0.006683040475
644	0.006671893185
645	0.006659507597
646	0.006644793548
647	0.006633328747
648	0.006622029349
649	0.0066060506
650	0.006592435988
651	0.006581438944
652	0.00656707268
653	0.00655513946
654	0.00654500608
655	0.006533187924
656	0.006519768029
657	0.00651029837
658	0.006498302229
659	0.006488946205
660	0.006481432921
661	0.006471089997
662	0.006460696025
663	0.006451359687
664	0.006442229826
665	0.006431987298
666	0.006418578064
667	0.006407535689
668	0.00639763914
669	0.006389619081
670	0.006378885887
671	0.006363274531
672	0.006353044724
673	0.00634171856
674	0.006332695761
675	0.006322377997
676	0.006311519156
677	0.006303815236
678	0.006292471193
679	0.00628320377
680	0.00627408951
681	0.006265905364
682	0.006258386027
683	0.006248270429
684	0.006235583042
685	0.006224091561
686	0.006215822589
687	0.006204725677
688	0.006196079949
689	0.006188828936
690	0.006179912722
691	0.006169234147
692	0.006158547393
693	0.006146951346
694	0.006137752771
695	0.006129526096
696	0.006122521522
697	0.006113630868
698	0.006104394592
699	0.006096413435
700	0.006086983543
701	0.006077581735
702	0.006067880913
703	0.006061273106
704	0.006054333468
705	0.006045869454
706	0.006037747232
707	0.006027321281
708	0.006010454367
709	0.006000453483
710	0.005992177515
711	0.005983997841
712	0.005977010718
713	0.005965606065
714	0.005958538413
715	0.005947370095
716	0.00594029485
717	0.005930044878
718	0.005922059456
719	0.005914945051
720	0.005903495791
721	0.005894357654
722	0.005883995444
723	0.005872204828
724	0.005861861787
725	0.005852470938
726	0.005842259919
727	0.005833190829
728	0.005826482575
729	0.005817346176
730	0.005809589796
731	0.005802782329
732	0.005796453136
733	0.005789039063
734	0.005780490869
735	0.0057710307
736	0.005763423551
737	0.00575566967
738	0.005749273321
739	0.005739497861
740	0.005729711767
741	0.005723940856
742	0.005715490985
743	0.005707828148
744	0.005699341729
745	0.005692993204
746	0.0056826488
747	0.005674319237
748	0.005667026825
749	0.005658457303
750	0.0056513749
751	0.005644128293
752	0.005631195711
753	0.005618165954
754	0.005610718786
755	0.00559998492
756	0.005591979956
757	0.005585157011
758	0.005579207193
759	0.005571075214
760	0.005563937866
761	0.00555562614
762	0.005546897904
763	0.005536504611
764	0.00552712372
765	0.005517982078
766	0.005507716407
767	0.005498516235
768	0.005491354734
769	0.0054824505
770	0.005473982738
771	0.0054684448
772	0.005457152149
773	0.005452060594
774	0.005440676804
775	0.005430686529
776	0.00542205474
777	0.005407820205
778	0.005400965787
779	0.005393790255
780	0.005386297264
781	0.005378567688
782	0.005371441261
783	0.005365203549
784	0.005356015428
785	0.005349965771
786	0.005342579545
787	0.005336350338
788	0.0053301106
789	0.005319017826
790	0.005312295667
791	0.005305305914
792	0.005294426119
793	0.005286536297
794	0.005280168127
795	0.0052710523
796	0.005262672584
797	0.005255481784
798	0.005249249651
799	0.005243313129
800	0.005234609446
801	0.005228312375
802	0.005222243415
803	0.005212528225
804	0.005205743505
805	0.005200254353
806	0.005192385053
807	0.00518576018
808	0.005177483015
809	0.005171875554
810	0.005163763255
811	0.005158564724
812	0.005151783796
813	0.005144094903
814	0.005135885585
815	0.005128665021
816	0.005121366361
817	0.005112212302
818	0.005107365987
819	0.005099983343
820	0.005093367219
821	0.005084178345
822	0.005078895305
823	0.005073620747
824	0.005067878323
825	0.005058740883
826	0.005052804634
827	0.005045648907
828	0.005039505901
829	0.005034963355
830	0.005028714069
831	0.005021971633
832	0.005014621221
833	0.005006524477
834	0.00499922365
835	0.00499375919
836	0.004986319315
837	0.004980372161
838	0.004975257302
839	0.004968925305
840	0.004963080772
841	0.004956853956
842	0.004951405255
843	0.004942836102
844	0.004937597501
845	0.004929993066
846	0.00492251812
847	0.004915343558
848	0.004908013128
849	0.004898416355
850	0.004891787817
851	0.004884433228
852	0.004877779099
853	0.004872514197
854	0.004863727631
855	0.004858096046
856	0.004852272992
857	0.004846043256
858	0.004841520321
859	0.004836648884
860	0.004830546149
861	0.00482295791
862	0.00481656605
863	0.004811607044
864	0.004805645435
865	0.004799270164
866	0.004794511334
867	0.004785371191
868	0.004779156287
869	0.004774835852
870	0.004768085939
871	0.004759932105
872	0.004751975947
873	0.004746790574
874	0.004740716564
875	0.004735679752
876	0.00473061591
877	0.004725358346
878	0.004721035762
879	0.004715573963
880	0.004708082398
881	0.004702304805
882	0.004697844538
883	0.004691252033
884	0.004684943712
885	0.00467962366
886	0.004673325607
887	0.004666860844
888	0.004660423179
889	0.004653719597
890	0.004647601968
891	0.004641397326
892	0.004634654832
893	0.004627366711
894	0.004617296014
895	0.004612072608
896	0.004604463484
897	0.004600636756
898	0.004596010276
899	0.004589235765
900	0.004583213337
901	0.004577618241
902	0.004570178478
903	0.004562503303
904	0.004557358874
905	0.004551095899
906	0.004545490953
907	0.004541906343
908	0.004536528157
909	0.004529766253
910	0.004525118311
911	0.004520485975
912	0.004515370364
913	0.004511693672
914	0.004505904507
915	0.004502234738
916	0.004496790006
917	0.004489033585
918	0.004483482857
919	0.004476279142
920	0.004469394888
921	0.004464601154
922	0.004459080299
923	0.004452814678
924	0.004447977102
925	0.00444295023
926	0.004437765445
927	0.004431951159
928	0.004427431584
929	0.004421610362
930	0.004415536418
931	0.004410170077
932	0.00440644602
933	0.00440199711
934	0.004395307541
935	0.004388839985
936	0.004385041577
937	0.004379329088
938	0.004373520869
939	0.004369117076
940	0.004365633929
941	0.004361570864
942	0.004355246569
943	0.004351272484
944	0.004346418878
945	0.004340593594
946	0.004335404692
947	0.00432853398
948	0.004322437491
949	0.004317769199
950	0.004311677476
951	0.004305385533
952	0.004299277702
953	0.004294336884
954	0.004289942404
955	0.00428536687
956	0.004280800583
957	0.004275562546
958	0.004269813463
959	0.0042648784
960	0.004259477895
961	0.004254666283
962	0.004249477491
963	0.00424549664
964	0.004240647773
965	0.004235133799
966	0.004228884869
967	0.004224866005
968	0.004220828065
969	0.004215882108
970	0.004210614295
971	0.004206019208
972	0.00420158896
973	0.004197767357
974	0.004192642418
975	0.004188107341
976	0.004184324741
977	0.004178925941
978	0.004174607065
979	0.004170945614
980	0.004168056556
981	0.004163578737
982	0.004160426102
983	0.00415652489
984	0.004152692781
985	0.004148310089
986	0.004143150843
987	0.004139108867
988	0.00413417452
989	0.004128383045
990	0.004123786003
991	0.004119562049
992	0.004115973851
993	0.004109810496
994	0.004105946908
995	0.004101978575
996	0.004098617409
997	0.004093949963
998	0.00408972695
999	0.004085620678
