Date,bitcoin-cash,bitcoin,dash,eos,ethereum-classic,ethereum,iota,litecoin,nano,neo,ripple,stellar,tron,verge
2017-09-26,458.25,3969.89,349.49,0.584476,11.96,293.75,0.5600430000000001,53.7,0.09057899999999999,27.3,0.191247,0.012537999999999999,0.002104,0.006361
2017-09-25,450.13,3950.25,346.35,0.574288,10.98,293.52,0.566395,52.44,0.096185,27.08,0.18366500000000002,0.012454,0.0056560000000000004,0.006141
2017-09-24,433.04,3796.15,358.04,0.5829949999999999,10.71,292.95,0.5416880000000001,49.27,0.080192,20.43,0.17893900000000001,0.012024,0.002427,0.006022
2017-09-23,432.96,3819.21,358.44,0.594251,10.77,286.17,0.551145,49.79,0.082336,20.59,0.178672,0.011897,0.002346,0.0056
2017-09-22,435.45,3758.27,355.75,0.579056,10.53,270.54,0.517458,49.09,0.085395,19.32,0.17587,0.01115,0.002172,0.005855
2017-09-21,480.01,3916.42,369.07,0.615818,11.24,286.61,0.5699930000000001,52.31,0.106958,19.82,0.182109,0.012163,0.003173,0.006423999999999999
2017-09-20,527.72,4031.39,351.19,0.654721,11.56,290.89,0.58568,53.83,0.110767,20.47,0.186229,0.012598,0.003199,0.006651000000000001
2017-09-19,550.41,4094.07,334.27,0.708576,11.93,295.77,0.6142310000000001,55.88,0.108046,21.71,0.19068,0.013505000000000001,0.023237999999999998,0.00689
2017-09-18,479.69,4079.23,335.44,0.706701,11.81,293.5,0.6124850000000001,55.61,0.090892,21.38,0.190019,0.013638999999999998,0.003438,0.006572
2017-09-17,438.9,3664.81,315.58,0.667683,10.21,257.0,0.505875,49.88,0.085101,20.64,0.181121,0.01171,0.003879,0.006152
2017-09-16,450.98,3808.84,301.23,0.685285,11.19,262.59,0.510361,52.83,0.088337,22.98,0.187417,0.012473999999999999,0.017671,0.006628
2017-09-15,448.39,3733.45,300.11,0.683713,11.2,258.66,0.509332,50.65,0.086548,19.12,0.189184,0.012570999999999999,0.001831,0.005604
2017-09-14,510.47,3920.6,303.74,0.754454,14.24,280.84,0.57363,62.43,0.092525,20.75,0.20201,0.01555,0.002479,0.006520000000000001
2017-09-13,519.2,4131.98,325.16,0.841224,14.45,291.12,0.595366,64.6,0.097609,21.29,0.20967399999999997,0.016301,0.002448,0.007028
